,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
248,ddrmax2: dance dance revolution,ps2,2003,simulation,1.05,0.59,0.0,0.18,82.0,8.2,e,1.82,для всех
249,sly 2: band of thieves,ps2,2004,platform,0.88,0.69,0.0,0.23,88.0,9.0,e,1.7999999999999998,для всех
250,sonic advance 2,gba,2002,platform,0.93,0.59,0.21,0.07,83.0,8.3,e,1.8,для всех
251,madden nfl 07,x360,2006,sports,1.66,0.0,0.01,0.13,80.0,6.0,e,1.7999999999999998,для всех
252,nba 2k11,ps3,2010,action,1.41,0.2,0.03,0.16,89.0,7.6,e,1.7999999999999998,для всех
253,forza motorsport 6,xone,2015,racing,0.73,0.9,0.03,0.14,87.0,7.9,e,1.7999999999999998,для всех
254,the spongebob squarepants movie,ps2,2004,platform,1.06,0.54,0.0,0.16,75.0,9.0,e,1.76,для всех
255,golden sun,gba,2001,role-playing,0.93,0.38,0.4,0.06,91.0,9.3,e,1.77,для всех
256,madden nfl 17,ps4,2016,sports,1.25,0.17,0.0,0.32,82.0,4.9,e,1.74,для всех
257,fifa soccer 08,ps3,2007,sports,0.35,1.06,0.02,0.31,81.0,7.1,e,1.7400000000000002,для всех
258,wii party u,wiiu,2013,misc,0.3,0.56,0.84,0.05,65.0,6.8,e,1.7500000000000002,для всех
259,ssx tricky,ps2,2001,sports,0.85,0.66,0.0,0.22,92.0,8.9,e,1.73,для всех
260,crash bandicoot: the huge adventure,gba,2002,platform,0.95,0.7,0.0,0.08,78.0,7.9,e,1.73,для всех
261,nba 2k15,xone,2014,sports,1.37,0.18,0.0,0.18,82.0,6.3,e,1.73,для всех
262,madden nfl 2005,xb,2004,sports,1.61,0.03,0.0,0.08,91.0,7.6,e,1.7200000000000002,для всех
263,need for speed underground,xb,2003,racing,1.09,0.55,0.0,0.07,83.0,8.7,e,1.7100000000000002,для всех
264,tetris worlds,gba,2001,puzzle,1.25,0.39,0.0,0.06,65.0,-1.0,e,1.7000000000000002,для всех
265,imagine: teacher,ds,2008,simulation,0.7,0.82,0.0,0.19,-1.0,-1.0,e,1.71,для всех
266,deal or no deal,ds,2007,misc,1.15,0.4,0.0,0.15,20.0,1.9,e,1.6999999999999997,для всех
267,fifa soccer 10,ps2,2009,sports,0.23,0.24,0.0,1.23,-1.0,8.4,e,1.7,для всех
268,ncaa football 07,ps2,2006,sports,1.41,0.05,0.0,0.23,87.0,8.6,e,1.69,для всех
269,harry potter and the sorcerer's stone,gba,2001,action,0.87,0.66,0.08,0.08,64.0,7.1,e,1.6900000000000002,для всех
270,dragon ball z: the legacy of goku,gba,2002,role-playing,1.52,0.12,0.0,0.05,53.0,6.9,e,1.6900000000000002,для всех
271,personal trainer: math,ds,2007,puzzle,0.48,1.12,0.0,0.08,63.0,-1.0,e,1.6800000000000002,для всех
272,game party 3,wii,2009,puzzle,1.4,0.16,0.0,0.12,37.0,-1.0,e,1.6799999999999997,для всех
273,sonic colors,wii,2010,platform,0.92,0.6,0.01,0.15,78.0,8.5,e,1.68,для всех
274,metroid fusion,gba,2002,action,1.18,0.27,0.17,0.06,92.0,9.1,e,1.68,для всех
275,we ski,wii,2008,sports,0.97,0.4,0.14,0.15,67.0,8.5,e,1.6600000000000001,для всех
276,ssx 3,ps2,2003,sports,0.93,0.52,0.0,0.22,93.0,9.1,e,1.6700000000000002,для всех
277,madden nfl 2001,ps,2000,sports,1.58,0.05,0.0,0.04,90.0,6.8,e,1.6700000000000002,для всех
278,tony hawk's pro skater 3,ps,2001,sports,1.09,0.49,0.02,0.07,87.0,8.3,e,1.6700000000000002,для всех
279,"monsters, inc.",gba,2001,adventure,0.59,0.95,0.03,0.1,-1.0,-1.0,e,1.6700000000000002,для всех
280,ncaa football 2004,ps2,2003,sports,1.35,0.09,0.0,0.23,94.0,8.8,e,1.6700000000000002,для всех
281,spongebob squarepants: battle for bikini bottom,ps2,2003,platform,1.08,0.45,0.0,0.14,71.0,9.0,e,1.67,для всех
282,big beach sports,wii,2008,sports,0.45,1.02,0.0,0.2,44.0,8.0,e,1.67,для всех
283,ssx,ps2,2000,sports,0.78,0.61,0.06,0.2,93.0,8.3,e,1.6500000000000001,для всех
284,nba ballers,ps2,2004,sports,0.81,0.63,0.0,0.21,83.0,9.2,e,1.65,для всех
285,nba live 2003,ps2,2002,sports,1.25,0.15,0.03,0.22,83.0,8.3,e,1.65,для всех
286,mario party 6,gc,2004,misc,0.9,0.11,0.6,0.05,71.0,7.9,e,1.66,для всех
287,mysims,wii,2007,simulation,0.9,0.54,0.04,0.17,68.0,7.2,e,1.65,для всех
288,tiger woods pga tour 2003,ps2,2002,sports,0.8,0.63,0.0,0.21,88.0,8.9,e,1.6400000000000001,для всех
289,espn nfl 2k5,xb,2004,sports,1.54,0.02,0.0,0.07,92.0,9.1,e,1.6300000000000001,для всех
290,pikmin,gc,2001,strategy,0.78,0.25,0.56,0.04,89.0,8.7,e,1.6300000000000001,для всех
291,tiger woods pga tour 2004,ps2,2003,sports,1.18,0.34,0.0,0.1,89.0,8.8,e,1.62,для всех
292,nba 2k15,x360,2014,sports,1.35,0.11,0.0,0.17,-1.0,3.0,e,1.6300000000000001,для всех
293,ape escape,ps,1999,platform,0.71,0.48,0.32,0.11,90.0,8.8,e,1.62,для всех
294,ncaa football 2005,ps2,2004,sports,1.32,0.09,0.0,0.22,88.0,8.8,e,1.6300000000000001,для всех
295,viva pinata,x360,2006,simulation,0.45,0.95,0.02,0.2,84.0,8.0,e,1.6199999999999999,для всех
296,kinectimals,x360,2010,simulation,1.02,0.46,0.0,0.13,74.0,3.1,e,1.6099999999999999,для всех
297,kirby air ride,gc,2003,racing,1.01,0.11,0.45,0.04,61.0,7.9,e,1.61,для всех
298,nfl street 2,ps2,2004,sports,0.79,0.62,0.0,0.21,77.0,8.7,e,1.62,для всех
299,super mario strikers,gc,2005,sports,0.98,0.38,0.2,0.04,76.0,8.7,e,1.5999999999999999,для всех
300,mario hoops 3 on 3,ds,2006,sports,0.98,0.04,0.49,0.09,69.0,8.0,e,1.6,для всех
301,spongebob's atlantis squarepantis,ds,2007,action,1.49,0.0,0.0,0.11,64.0,-1.0,e,1.6,для всех
302,sonic heroes,gc,2003,platform,1.05,0.44,0.06,0.04,72.0,7.8,e,1.59,для всех
303,espn nba 2k5,ps2,2004,sports,1.26,0.12,0.0,0.21,83.0,7.5,e,1.5899999999999999,для всех
304,pro evolution soccer 2008,ps3,2007,sports,0.04,1.1,0.32,0.13,74.0,6.1,e,1.5900000000000003,для всех
305,pokemon battle revolution,wii,2006,role-playing,0.78,0.37,0.3,0.13,53.0,6.7,e,1.58,для всех
306,sonic generations,ps3,2011,platform,0.6,0.69,0.02,0.26,76.0,8.2,e,1.57,для всех
307,spyro 2: season of flame,gba,2002,platform,0.85,0.65,0.0,0.08,76.0,7.6,e,1.58,для всех
308,mario party 10,wiiu,2015,misc,0.69,0.53,0.24,0.12,66.0,6.5,e,1.58,для всех
309,pro evolution soccer 2010,ps2,2009,sports,0.1,0.18,0.12,1.16,-1.0,8.1,e,1.56,для всех
310,ncaa football 2002,ps2,2001,sports,0.77,0.6,0.0,0.2,90.0,8.7,e,1.57,для всех
311,fifa 16,x360,2015,sports,0.57,0.88,0.0,0.12,-1.0,2.9,e,1.5699999999999998,для всех
312,madden nfl 15,xone,2014,sports,1.31,0.09,0.0,0.16,80.0,6.4,e,1.56,для всех
313,mario party 7,gc,2005,misc,0.95,0.11,0.46,0.04,64.0,7.9,e,1.56,для всех
314,carnival games: mini golf,wii,2008,sports,0.86,0.54,0.0,0.15,38.0,5.7,e,1.5499999999999998,для всех
315,pokemon mystery dungeon: explorers of sky,ds,2009,role-playing,0.57,0.43,0.44,0.12,54.0,9.0,e,1.56,для всех
316,mysims kingdom,ds,2008,simulation,0.8,0.59,0.01,0.16,58.0,-1.0,e,1.56,для всех
317,spider-man 2: enter: electro,ps,2001,action,0.57,0.87,0.02,0.09,74.0,8.7,e,1.55,для всех
318,moshi monsters: moshling zoo,ds,2011,misc,0.37,0.96,0.0,0.21,-1.0,-1.0,e,1.54,для всех
319,active life: outdoor challenge,wii,2008,sports,0.78,0.43,0.19,0.14,69.0,8.1,e,1.54,для всех
320,mvp baseball 2005,ps2,2005,sports,1.26,0.07,0.0,0.21,87.0,8.6,e,1.54,для всех
321,pro evolution soccer 2013,ps3,2012,sports,0.18,0.63,0.49,0.24,82.0,6.7,e,1.54,для всех
322,mario golf: toadstool tour,gc,2003,sports,1.09,0.15,0.25,0.04,81.0,8.0,e,1.53,для всех
323,donkey kong country: tropical freeze,wiiu,2014,platform,0.7,0.55,0.16,0.12,83.0,8.9,e,1.5299999999999998,для всех
324,super monkey ball 2,gc,2002,puzzle,1.11,0.31,0.06,0.04,87.0,8.5,e,1.5200000000000002,для всех
325,pac-man world 2,ps2,2002,action,1.26,0.05,0.0,0.21,73.0,7.8,e,1.52,для всех
326,disney fairies: tinker bell,ds,2008,adventure,0.85,0.51,0.01,0.15,-1.0,7.8,e,1.5199999999999998,для всех
327,mysims kingdom,wii,2008,simulation,0.7,0.64,0.01,0.16,76.0,8.1,e,1.5099999999999998,для всех
328,football manager 2012,pc,2011,sports,0.02,1.16,0.0,0.33,84.0,8.0,e,1.51,для всех
329,tokyo xtreme racer zero,ps2,2000,racing,0.66,0.52,0.15,0.17,76.0,8.9,e,1.5,для всех
330,madden nfl 2001,ps2,2000,sports,1.19,0.07,0.05,0.2,91.0,7.7,e,1.51,для всех
331,madden nfl 09,ps2,2008,sports,1.22,0.0,0.0,0.27,67.0,7.0,e,1.49,для всех
332,sonic rivals 2,psp,2007,racing,0.44,0.67,0.0,0.37,60.0,7.8,e,1.48,для всех
333,bratz: forever diamondz,ds,2006,adventure,0.43,0.88,0.0,0.18,-1.0,6.5,e,1.49,для всех
334,drawn to life: spongebob squarepants edition,ds,2008,adventure,0.99,0.35,0.0,0.13,68.0,5.5,e,1.4699999999999998,для всех
335,disney sing it: pop hits,wii,2009,misc,1.07,0.28,0.0,0.13,-1.0,-1.0,e,1.48,для всех
336,major league baseball 2k5,ps2,2005,sports,0.72,0.56,0.0,0.19,82.0,7.4,e,1.47,для всех
337,imagine: master chef,ds,2007,simulation,0.39,0.91,0.0,0.17,-1.0,-1.0,e,1.47,для всех
338,disney princess,gba,2003,platform,1.04,0.37,0.0,0.06,-1.0,-1.0,e,1.4700000000000002,для всех
339,the spongebob squarepants movie,gba,2004,platform,1.02,0.38,0.0,0.06,-1.0,-1.0,e,1.46,для всех
340,super monkey ball,gc,2001,puzzle,0.95,0.37,0.1,0.04,87.0,7.9,e,1.46,для всех
341,mario superstar baseball,gc,2005,sports,0.93,0.24,0.25,0.04,76.0,8.6,e,1.46,для всех
342,wall-e,ds,2008,platform,0.46,0.82,0.0,0.17,54.0,-1.0,e,1.45,для всех
343,madden nfl 15,ps3,2014,sports,1.08,0.11,0.0,0.27,-1.0,2.7,e,1.4600000000000002,для всех
344,lego battles: ninjago,ds,2011,strategy,1.02,0.32,0.0,0.11,59.0,6.9,e,1.4500000000000002,для всех
345,nba 2k14,ps4,2013,sports,0.89,0.31,0.01,0.23,85.0,6.5,e,1.44,для всех
346,my word coach,ds,2007,misc,0.37,0.89,0.0,0.18,71.0,6.8,e,1.44,для всех
347,tiger woods pga tour 2005,ps2,2004,sports,1.03,0.32,0.0,0.09,88.0,8.2,e,1.4400000000000002,для всех
348,ncaa football 2003,ps2,2002,sports,1.16,0.08,0.0,0.19,91.0,8.6,e,1.43,для всех
349,frogger 2: swampy's revenge,ps,1999,action,0.8,0.54,0.0,0.09,77.0,7.9,e,1.4300000000000002,для всех
350,kinect joy ride,x360,2010,racing,0.92,0.39,0.0,0.12,52.0,5.0,e,1.4300000000000002,для всех
351,smarty pants,wii,2007,misc,0.52,0.75,0.0,0.16,65.0,7.6,e,1.43,для всех
352,disney princess: magical jewels,ds,2007,adventure,1.12,0.19,0.0,0.11,-1.0,-1.0,e,1.4200000000000002,для всех
353,classic nes series: super mario bros.,gba,2004,platform,0.0,0.0,1.39,0.03,84.0,8.6,e,1.42,для всех
354,hasbro family game night,wii,2008,puzzle,0.96,0.33,0.0,0.13,63.0,7.5,e,1.42,для всех
355,sonic rivals,psp,2006,racing,0.73,0.42,0.0,0.27,64.0,7.8,e,1.42,для всех
356,the legend of zelda: the minish cap,gba,2004,action,0.89,0.22,0.22,0.1,89.0,9.0,e,1.4300000000000002,для всех
357,nfl street,ps2,2004,sports,1.15,0.08,0.0,0.19,80.0,8.9,e,1.42,для всех
358,tiger woods pga tour 09 all-play,wii,2008,sports,0.8,0.47,0.0,0.14,81.0,8.7,e,1.4100000000000001,для всех
359,rayman raving rabbids,wii,2006,misc,1.22,0.06,0.02,0.11,76.0,7.9,e,1.4100000000000001,для всех
360,dragon quest monsters: joker 2,ds,2010,role-playing,0.09,0.07,1.24,0.02,77.0,7.3,e,1.42,для всех
361,hello kitty party,ds,2007,misc,0.78,0.51,0.0,0.12,-1.0,-1.0,e,1.4100000000000001,для всех
362,nascar 2005: chase for the cup,ps2,2004,racing,0.69,0.54,0.0,0.18,87.0,8.4,e,1.41,для всех
363,spider-man: the movie,xb,2002,action,1.07,0.28,0.0,0.05,79.0,7.5,e,1.4000000000000001,для всех
364,ridge racer,psp,2004,racing,0.36,0.44,0.32,0.27,88.0,8.2,e,1.3900000000000001,для всех
365,sonic advance 3,gba,2004,platform,0.74,0.52,0.08,0.06,79.0,8.4,e,1.4000000000000001,для всех
366,colin mcrae rally 3,ps2,2002,racing,0.03,1.05,0.02,0.3,86.0,7.7,e,1.4000000000000001,для всех
367,madden nfl 2002,ps,2001,sports,0.78,0.53,0.0,0.09,88.0,8.0,e,1.4000000000000001,для всех
368,yoshi's new island,3ds,2014,platform,0.48,0.53,0.28,0.09,64.0,6.1,e,1.3800000000000001,для всех
369,sonic generations,x360,2011,platform,0.71,0.53,0.0,0.13,77.0,8.3,e,1.37,для всех
370,bakugan: battle brawlers,ds,2009,action,1.26,0.02,0.0,0.1,60.0,6.7,e,1.3800000000000001,для всех
371,ridge racer 7,ps3,2006,racing,0.24,0.7,0.16,0.26,78.0,7.1,e,1.3599999999999999,для всех
372,crash bandicoot 2: n-tranced,gba,2003,platform,0.63,0.66,0.0,0.07,75.0,7.8,e,1.36,для всех
373,hasbro family game night 2,wii,2009,misc,0.7,0.52,0.0,0.13,63.0,6.3,e,1.35,для всех
374,gardening mama,ds,2009,puzzle,0.79,0.42,0.01,0.13,60.0,9.3,e,1.35,для всех
375,fifa soccer 08,psp,2007,sports,0.2,0.76,0.0,0.39,79.0,7.4,e,1.35,для всех
376,fifa soccer 09,psp,2008,sports,0.23,0.73,0.02,0.37,84.0,8.9,e,1.35,для всех
377,disney princess: enchanted journey,wii,2007,adventure,1.22,0.03,0.0,0.09,-1.0,4.3,e,1.34,для всех
378,fifa soccer 08,x360,2007,sports,0.31,0.89,0.01,0.14,82.0,7.9,e,1.35,для всех
379,f1 2010,ps3,2010,racing,0.25,0.75,0.08,0.26,84.0,7.8,e,1.34,для всех
380,nba 2k15,ps3,2014,sports,0.87,0.21,0.02,0.24,-1.0,3.5,e,1.34,для всех
381,mvp baseball 2004,ps2,2004,sports,1.1,0.06,0.0,0.18,90.0,8.6,e,1.34,для всех
382,corvette,ps2,2004,racing,0.65,0.51,0.0,0.17,57.0,6.5,e,1.33,для всех
383,nfl 2k3,ps2,2002,sports,1.06,0.08,0.0,0.18,93.0,7.4,e,1.32,для всех
384,petz wild animals: dolphinz,ds,2007,simulation,0.71,0.48,0.0,0.13,-1.0,-1.0,e,1.3199999999999998,для всех
385,your shape: fitness evolved,x360,2010,sports,0.79,0.41,0.0,0.11,73.0,7.5,e,1.31,для всех
386,need for speed underground rivals,psp,2005,racing,0.69,0.37,0.02,0.24,74.0,8.5,e,1.32,для всех
387,ihra drag racing 2,ps2,2002,racing,0.64,0.5,0.0,0.17,-1.0,7.4,e,1.31,для всех
388,nba live 07,ps2,2006,sports,1.07,0.04,0.02,0.17,63.0,6.0,e,1.3,для всех
389,yoshi's woolly world,wiiu,2015,platform,0.62,0.47,0.11,0.1,78.0,8.5,e,1.3,для всех
390,pokemon ranger: guardian signs,ds,2010,role-playing,0.5,0.16,0.58,0.05,68.0,8.2,e,1.29,для всех
391,pirates of the caribbean: the curse of the black pearl,gba,2003,platform,0.93,0.34,0.0,0.02,49.0,6.2,e,1.29,для всех
392,namco museum ds,ds,2007,misc,1.13,0.01,0.06,0.09,67.0,5.9,e,1.29,для всех
393,deal or no deal,wii,2009,misc,1.2,0.0,0.0,0.09,56.0,5.0,e,1.29,для всех
394,sonic colors,ds,2010,platform,0.69,0.47,0.01,0.12,79.0,7.9,e,1.29,для всех
395,ea playground,wii,2007,sports,0.68,0.47,0.0,0.13,66.0,7.6,e,1.2799999999999998,для всех
396,gold's gym: cardio workout,wii,2008,sports,1.1,0.03,0.06,0.09,-1.0,8.4,e,1.2800000000000002,для всех
397,imagine: wedding designer,ds,2008,simulation,0.55,0.59,0.0,0.14,-1.0,-1.0,e,1.2800000000000002,для всех
398,pokemon mystery dungeon: gates to infinity,3ds,2012,role-playing,0.44,0.29,0.47,0.07,59.0,6.3,e,1.27,для всех
399,nba 2k9,x360,2008,sports,1.0,0.16,0.0,0.11,84.0,7.2,e,1.27,для всех
400,mystery case files: millionheir,ds,2008,adventure,0.75,0.39,0.0,0.12,65.0,-1.0,e,1.2600000000000002,для всех
401,jillian michaels' fitness ultimatum 2009,wii,2008,sports,0.96,0.2,0.0,0.11,30.0,2.0,e,1.27,для всех
402,sonic adventure dx: director's cut,gc,2003,platform,0.87,0.3,0.06,0.03,57.0,7.9,e,1.26,для всех
403,ea sports active 2,wii,2010,sports,0.76,0.39,0.0,0.11,79.0,8.1,e,1.26,для всех
404,rockstar games presents table tennis,wii,2007,sports,0.39,0.72,0.0,0.15,68.0,5.8,e,1.2599999999999998,для всех
405,football manager 2011,pc,2010,sports,0.0,1.01,0.0,0.25,85.0,8.4,e,1.26,для всех
406,tamagotchi connection: corner shop,ds,2005,simulation,0.1,0.02,1.12,0.01,59.0,7.7,e,1.2500000000000002,для всех
407,lego battles,ds,2009,strategy,0.77,0.37,0.0,0.11,65.0,8.9,e,1.2500000000000002,для всех
408,nba live 2001,ps,2000,sports,0.7,0.47,0.0,0.08,86.0,8.0,e,1.25,для всех
409,pokemon xd: gale of darkness,gc,2005,role-playing,0.71,0.19,0.31,0.03,64.0,8.3,e,1.24,для всех
410,littlebigplanet ps vita,psv,2012,platform,0.35,0.61,0.02,0.27,88.0,8.6,e,1.25,для всех
411,pokemon super mystery dungeon,3ds,2015,role-playing,0.48,0.35,0.34,0.08,69.0,8.8,e,1.25,для всех
412,rollercoaster tycoon 2,pc,2002,strategy,1.19,0.05,0.0,0.0,74.0,8.5,e,1.24,для всех
413,winter sports: the ultimate challenge,wii,2007,sports,0.45,0.67,0.0,0.12,52.0,6.8,e,1.2400000000000002,для всех
414,ridge racer v,ps2,2000,action,0.24,0.19,0.75,0.06,78.0,7.7,e,1.24,для всех
415,fifa street,ps3,2012,sports,0.12,0.89,0.0,0.23,76.0,6.4,e,1.24,для всех
416,frogger: the great quest,ps2,2001,platform,0.6,0.47,0.0,0.16,32.0,4.6,e,1.2299999999999998,для всех
417,madden nfl 17,xone,2016,sports,1.08,0.02,0.0,0.13,83.0,5.9,e,1.23,для всех
418,crash bandicoot: the wrath of cortex,xb,2002,platform,0.59,0.57,0.0,0.07,70.0,8.1,e,1.23,для всех
419,spongebob squarepants: battle for bikini bottom,gba,2003,platform,0.88,0.33,0.0,0.02,-1.0,7.3,e,1.23,для всех
420,donkey kong country 2,gba,2004,platform,0.79,0.27,0.12,0.04,80.0,9.1,e,1.2200000000000002,для всех
421,2010 fifa world cup south africa,ps3,2010,sports,0.3,0.64,0.07,0.22,82.0,7.8,e,1.23,для всех
422,diddy kong racing ds,ds,2007,racing,1.09,0.03,0.0,0.09,63.0,7.5,e,1.2100000000000002,для всех
423,mario power tennis,gc,2004,sports,0.58,0.16,0.46,0.03,80.0,8.5,e,1.23,для всех
424,golden sun: the lost age,gba,2002,role-playing,0.61,0.27,0.27,0.07,86.0,9.5,e,1.22,для всех
425,nba 2k2,ps2,2002,sports,0.59,0.46,0.01,0.15,89.0,7.8,e,1.21,для всех
426,nascar thunder 2003,ps2,2077,racing,0.6,0.46,0.0,0.16,84.0,8.7,e,1.22,для всех
427,cars,ps2,2006,racing,1.01,0.04,0.0,0.16,71.0,8.4,e,1.21,для всех
428,fuzion frenzy,xb,2001,misc,0.93,0.24,0.0,0.04,70.0,6.9,e,1.21,для всех
429,sly cooper and the thievius raccoonus,ps2,2002,platform,1.03,0.14,0.0,0.04,86.0,8.6,e,1.21,для всех
430,need for speed underground,gc,2003,racing,0.69,0.48,0.01,0.03,83.0,9.0,e,1.21,для всех
431,boom blox,wii,2008,puzzle,0.71,0.38,0.0,0.12,85.0,8.6,e,1.21,для всех
432,atv offroad fury 3,ps2,2004,racing,1.0,0.04,0.0,0.16,78.0,8.4,e,1.2,для всех
433,f1 2011,ps3,2011,racing,0.12,0.74,0.11,0.24,82.0,7.1,e,1.21,для всех
434,pikmin 2,gc,2004,strategy,0.48,0.13,0.56,0.03,90.0,9.1,e,1.2,для всех
435,cars,psp,2006,racing,0.72,0.28,0.0,0.2,70.0,7.0,e,1.2,для всех
436,nhl 2002,ps2,2001,sports,0.59,0.46,0.0,0.15,92.0,8.5,e,1.2,для всех
437,fifa soccer 11,psp,2010,sports,0.13,0.69,0.01,0.36,68.0,5.4,e,1.19,для всех
438,the simpsons: road rage,gba,2003,racing,0.86,0.32,0.0,0.02,55.0,6.8,e,1.2,для всех
439,captain toad: treasure tracker,wiiu,2014,puzzle,0.53,0.38,0.19,0.09,81.0,8.6,e,1.1900000000000002,для всех
440,spongebob squarepants: revenge of the flying dutchman,gba,2002,platform,0.92,0.23,0.0,0.04,71.0,7.7,e,1.1900000000000002,для всех
441,pro evolution soccer 2008,wii,2008,sports,0.09,0.84,0.11,0.15,83.0,8.4,e,1.19,для всех
442,disney sing it,wii,2008,misc,0.77,0.31,0.0,0.11,-1.0,-1.0,e,1.1900000000000002,для всех
443,spider-man: the movie,gc,2002,action,0.86,0.27,0.01,0.04,76.0,7.3,e,1.18,для всех
444,mario vs. donkey kong 2: march of the minis,ds,2006,puzzle,0.73,0.03,0.36,0.07,76.0,7.9,e,1.1900000000000002,для всех
445,lego indiana jones 2: the adventure continues,ds,2009,action,0.65,0.42,0.0,0.11,59.0,-1.0,e,1.1800000000000002,для всех
446,tony hawk's pro skater 2,gba,2001,sports,0.85,0.31,0.0,0.02,95.0,7.5,e,1.18,для всех
447,ty the tasmanian tiger,ps2,2002,platform,0.57,0.45,0.0,0.15,70.0,8.8,e,1.17,для всех
448,poképark wii: pikachu's adventure,wii,2009,adventure,0.53,0.16,0.42,0.06,62.0,7.2,e,1.1700000000000002,для всех
449,mario vs. donkey kong,gba,2004,puzzle,0.68,0.25,0.21,0.02,81.0,8.0,e,1.1600000000000001,для всех
450,nascar thunder 2002,ps2,2001,racing,0.57,0.44,0.0,0.15,85.0,8.5,e,1.16,для всех
451,your shape: fitness evolved 2012,x360,2011,sports,0.7,0.36,0.0,0.1,77.0,7.6,e,1.1600000000000001,для всех
452,fifa 14,xone,2013,sports,0.41,0.66,0.0,0.09,88.0,5.8,e,1.1600000000000001,для всех
453,sonic rush adventure,ds,2007,platform,0.53,0.48,0.01,0.12,78.0,8.2,e,1.1400000000000001,для всех
454,worldwide soccer manager 2009,pc,2008,simulation,0.0,1.14,0.0,0.01,83.0,8.1,e,1.15,для всех
455,fifa soccer 10,psp,2009,sports,0.15,0.67,0.01,0.31,83.0,7.9,e,1.1400000000000001,для всех
456,donkey konga,gc,2003,misc,0.5,0.16,0.46,0.03,76.0,8.3,e,1.1500000000000001,для всех
457,tak and the power of juju,ps2,2003,platform,0.56,0.44,0.0,0.15,68.0,9.0,e,1.15,для всех
458,action bass,ps,2000,action,0.64,0.43,0.0,0.07,51.0,-1.0,e,1.1400000000000001,для всех
459,brave fencer musashi,ps,1998,role-playing,0.25,0.17,0.65,0.07,81.0,8.5,e,1.1400000000000001,для всех
460,hot shots golf: out of bounds,ps3,2007,sports,0.31,0.03,0.76,0.04,81.0,8.8,e,1.1400000000000001,для всех
461,ea sports active: more workouts,wii,2009,sports,0.76,0.27,0.0,0.1,80.0,-1.0,e,1.1300000000000001,для всех
462,cars,gba,2006,racing,0.81,0.3,0.0,0.02,50.0,4.7,e,1.1300000000000001,для всех
463,the legend of zelda: tri force heroes,3ds,2015,action,0.53,0.33,0.17,0.08,73.0,7.6,e,1.11,для всех
